45.00,0.00,79.00,0.00,44.00,-4.00,34.00,35.00,2.00,1.00
37.00,0.00,80.00,0.00,36.00,15.00,43.00,44.00,2.00,1.00
56.00,0.00,96.00,-1.00,44.00,0.00,40.00,52.00,12.00,4.00
56.00,0.00,81.00,0.00,-10.00,-3.00,25.00,92.00,66.00,4.00
42.00,0.00,83.00,2.00,42.00,0.00,41.00,42.00,2.00,1.00
51.00,1.00,88.00,0.00,52.00,7.00,37.00,37.00,0.00,1.00
49.00,3.00,82.00,0.00,46.00,-8.00,33.00,35.00,2.00,1.00
41.00,1.00,86.00,3.00,42.00,6.00,45.00,45.00,0.00,1.00
37.00,0.00,77.00,0.00,336.00,4910.00,41.00,-258.00,-298.00,1.00
49.00,0.00,84.00,0.00,46.00,-4.00,36.00,38.00,2.00,1.00
37.00,-1.00,77.00,-3.00,34.00,-6.00,40.00,43.00,2.00,1.00
41.00,0.00,79.00,0.00,38.00,-23.00,38.00,41.00,2.00,1.00
51.00,0.00,79.00,0.00,52.00,2.00,27.00,27.00,0.00,1.00
55.00,-1.00,79.00,-4.00,20.00,-12.00,24.00,59.00,34.00,4.00
41.00,0.00,77.00,0.00,42.00,5.00,37.00,36.00,0.00,1.00
46.00,-3.00,80.00,0.00,46.00,0.00,34.00,34.00,0.00,1.00
56.00,0.00,79.00,0.00,-2.00,-24.00,24.00,82.00,58.00,4.00
44.00,0.00,82.00,-1.00,44.00,0.00,38.00,38.00,0.00,1.00
45.00,0.00,83.00,0.00,46.00,31.00,37.00,36.00,0.00,1.00
37.00,0.00,77.00,-1.00,36.00,4.00,40.00,41.00,0.00,1.00
37.00,0.00,75.00,-1.00,36.00,0.00,38.00,39.00,0.00,1.00
37.00,1.00,77.00,-2.00,34.00,0.00,40.00,43.00,2.00,1.00
51.00,0.00,79.00,0.00,50.00,-6.00,28.00,30.00,2.00,1.00
46.00,-4.00,76.00,-1.00,46.00,0.00,29.00,29.00,0.00,1.00
49.00,0.00,77.00,5.00,50.00,5.00,28.00,28.00,0.00,1.00
45.00,0.00,108.00,0.00,44.00,-3.00,62.00,64.00,2.00,1.00
42.00,0.00,79.00,-2.00,42.00,0.00,36.00,37.00,2.00,1.00
37.00,0.00,78.00,0.00,20.00,-10.00,41.00,57.00,16.00,1.00
37.00,0.00,76.00,-3.00,36.00,-10.00,39.00,40.00,2.00,1.00
53.00,5.00,84.00,0.00,52.00,-5.00,31.00,32.00,2.00,1.00
38.00,4.00,76.00,0.00,38.00,4.00,38.00,37.00,0.00,1.00
40.00,0.00,80.00,0.00,38.00,-2.00,40.00,41.00,2.00,1.00
47.00,2.00,95.00,3.00,46.00,0.00,48.00,49.00,0.00,1.00
45.00,0.00,79.00,5.00,44.00,0.00,34.00,35.00,2.00,1.00
41.00,-1.00,86.00,0.00,42.00,0.00,45.00,45.00,0.00,1.00
55.00,0.00,95.00,0.00,36.00,13.00,40.00,59.00,20.00,4.00
56.00,0.00,95.00,0.00,56.00,15.00,40.00,39.00,0.00,1.00
51.00,-3.00,83.00,0.00,50.00,-14.00,32.00,33.00,2.00,1.00
37.00,0.00,75.00,0.00,34.00,10.00,38.00,41.00,2.00,1.00
37.00,0.00,75.00,0.00,28.00,16.00,38.00,46.00,8.00,1.00
81.00,-2.00,84.00,0.00,-18.00,-30.00,4.00,103.00,98.00,5.00
43.00,0.00,95.00,-4.00,42.00,-4.00,52.00,54.00,2.00,1.00
41.00,0.00,84.00,2.00,42.00,25.00,43.00,43.00,0.00,1.00
49.00,0.00,87.00,-7.00,46.00,-25.00,38.00,41.00,2.00,1.00
49.00,0.00,83.00,0.00,46.00,-14.00,34.00,37.00,2.00,1.00
37.00,-3.00,77.00,0.00,20.00,0.00,40.00,56.00,16.00,1.00
81.00,0.00,84.00,0.00,-12.00,29.00,4.00,97.00,94.00,5.00
55.00,1.00,84.00,0.00,54.00,-1.00,29.00,30.00,2.00,1.00
55.00,0.00,96.00,0.00,46.00,23.00,41.00,50.00,8.00,4.00
42.00,0.00,81.00,-2.00,42.00,-4.00,39.00,39.00,0.00,1.00
79.00,0.00,83.00,0.00,-40.00,3.00,4.00,125.00,120.00,5.00
59.00,-5.00,84.00,0.00,60.00,6.00,25.00,24.00,0.00,1.00
56.00,-3.00,87.00,0.00,56.00,0.00,31.00,30.00,0.00,1.00
55.00,0.00,82.00,1.00,-10.00,0.00,26.00,92.00,66.00,4.00
56.00,0.00,92.00,0.00,-2.00,-4.00,36.00,95.00,58.00,4.00
46.00,0.00,80.00,0.00,46.00,0.00,34.00,34.00,0.00,1.00
56.00,0.00,78.00,0.00,8.00,-19.00,22.00,70.00,48.00,4.00
37.00,0.00,83.00,0.00,34.00,7.00,47.00,50.00,2.00,1.00
37.00,0.00,77.00,0.00,2.00,17.00,40.00,74.00,34.00,1.00
53.00,-1.00,87.00,-5.00,52.00,-10.00,34.00,35.00,2.00,1.00
37.00,-1.00,79.00,-4.00,36.00,-6.00,42.00,43.00,2.00,1.00
44.00,-1.00,82.00,-4.00,44.00,0.00,38.00,38.00,0.00,1.00
48.00,-3.00,95.00,0.00,46.00,-4.00,47.00,49.00,2.00,1.00
42.00,5.00,79.00,5.00,42.00,0.00,37.00,38.00,0.00,1.00
37.00,0.00,106.00,-1.00,34.00,0.00,68.00,72.00,4.00,1.00
37.00,0.00,81.00,5.00,36.00,-3.00,43.00,44.00,2.00,1.00
44.00,-4.00,82.00,-3.00,44.00,0.00,38.00,38.00,0.00,1.00
45.00,0.00,83.00,0.00,46.00,19.00,38.00,37.00,0.00,1.00
55.00,2.00,83.00,-2.00,54.00,0.00,28.00,29.00,0.00,1.00
55.00,0.00,77.00,0.00,-14.00,-4.00,21.00,92.00,70.00,4.00
41.00,3.00,78.00,0.00,38.00,-1.00,37.00,39.00,2.00,1.00
37.00,0.00,78.00,-5.00,8.00,0.00,41.00,70.00,30.00,1.00
57.00,3.00,91.00,0.00,56.00,0.00,34.00,34.00,0.00,1.00
37.00,0.00,76.00,0.00,38.00,14.00,38.00,37.00,0.00,1.00
37.00,0.00,77.00,0.00,8.00,-8.00,41.00,70.00,28.00,1.00
37.00,0.00,76.00,-5.00,28.00,6.00,39.00,47.00,8.00,1.00
49.00,4.00,84.00,0.00,50.00,2.00,35.00,35.00,0.00,1.00
37.00,0.00,77.00,5.00,-12.00,-10.00,41.00,90.00,50.00,1.00
50.00,-4.00,85.00,0.00,50.00,0.00,35.00,36.00,2.00,1.00
51.00,-2.00,87.00,0.00,52.00,5.00,36.00,35.00,0.00,1.00
37.00,0.00,93.00,0.00,12.00,7.00,56.00,81.00,24.00,1.00
56.00,0.00,82.00,1.00,54.00,-12.00,26.00,28.00,2.00,1.00
43.00,0.00,81.00,3.00,42.00,-4.00,38.00,40.00,2.00,1.00
55.00,-2.00,108.00,0.00,54.00,-3.00,52.00,53.00,2.00,1.00
37.00,0.00,81.00,-1.00,36.00,-18.00,43.00,44.00,2.00,1.00
45.00,-1.00,78.00,-3.00,44.00,-5.00,33.00,34.00,2.00,1.00
41.00,0.00,77.00,7.00,38.00,0.00,36.00,38.00,2.00,1.00
48.00,1.00,87.00,0.00,46.00,0.00,39.00,41.00,2.00,1.00
43.00,0.00,81.00,0.00,44.00,15.00,37.00,37.00,0.00,1.00
56.00,0.00,96.00,0.00,52.00,-3.00,40.00,44.00,4.00,4.00
37.00,0.00,92.00,0.00,24.00,3.00,55.00,69.00,14.00,1.00
46.00,1.00,83.00,0.00,44.00,-9.00,37.00,39.00,2.00,1.00
49.00,-2.00,77.00,3.00,46.00,-30.00,28.00,30.00,2.00,1.00
45.00,0.00,83.00,0.00,44.00,2.00,38.00,39.00,0.00,1.00
56.00,0.00,81.00,0.00,-20.00,-4.00,25.00,102.00,76.00,4.00
48.00,-3.00,109.00,-6.00,46.00,0.00,61.00,62.00,2.00,1.00
37.00,0.00,83.00,0.00,34.00,5.00,46.00,49.00,4.00,1.00
50.00,-4.00,83.00,0.00,50.00,0.00,33.00,34.00,2.00,1.00
47.00,-2.00,75.00,0.00,46.00,0.00,28.00,28.00,0.00,1.00
48.00,1.00,81.00,-1.00,46.00,0.00,33.00,34.00,2.00,1.00
55.00,0.00,82.00,0.00,-42.00,-9.00,26.00,126.00,100.00,4.00
50.00,3.00,107.00,0.00,50.00,0.00,57.00,58.00,0.00,1.00
38.00,0.00,102.00,-4.00,34.00,0.00,65.00,69.00,4.00,1.00
37.00,0.00,106.00,17.00,28.00,0.00,69.00,77.00,8.00,1.00
37.00,0.00,77.00,0.00,-6.00,-19.00,41.00,85.00,44.00,1.00
37.00,0.00,79.00,0.00,26.00,-22.00,42.00,53.00,12.00,1.00
43.00,0.00,84.00,0.00,44.00,13.00,41.00,41.00,0.00,1.00
36.00,-1.00,81.00,0.00,36.00,0.00,45.00,45.00,0.00,1.00
45.00,1.00,80.00,0.00,46.00,31.00,35.00,34.00,0.00,1.00
55.00,0.00,78.00,0.00,0.00,-3.00,23.00,78.00,56.00,4.00
58.00,5.00,88.00,0.00,56.00,0.00,30.00,31.00,2.00,1.00
48.00,0.00,88.00,-4.00,46.00,0.00,40.00,41.00,2.00,1.00
105.00,-1.00,106.00,2.00,70.00,0.00,2.00,36.00,34.00,5.00
54.00,-1.00,86.00,-1.00,54.00,-2.00,32.00,32.00,0.00,1.00
56.00,4.00,96.00,0.00,52.00,10.00,40.00,44.00,4.00,4.00
79.00,2.00,83.00,0.00,-42.00,-19.00,4.00,126.00,122.00,5.00
37.00,0.00,97.00,0.00,24.00,-30.00,60.00,73.00,14.00,1.00
46.00,-3.00,109.00,2.00,46.00,0.00,63.00,63.00,0.00,1.00
37.00,0.00,78.00,0.00,16.00,-11.00,42.00,63.00,22.00,1.00
37.00,0.00,78.00,0.00,12.00,-10.00,41.00,65.00,24.00,1.00
56.00,0.00,78.00,5.00,-22.00,0.00,22.00,101.00,80.00,4.00
55.00,0.00,83.00,5.00,-24.00,0.00,27.00,108.00,82.00,4.00
54.00,2.00,80.00,0.00,54.00,0.00,26.00,26.00,0.00,1.00
55.00,0.00,77.00,-2.00,28.00,0.00,21.00,48.00,28.00,4.00
37.00,0.00,104.00,-9.00,28.00,0.00,67.00,75.00,8.00,1.00
55.00,-1.00,79.00,0.00,16.00,0.00,23.00,63.00,40.00,4.00
43.00,-3.00,86.00,0.00,42.00,-16.00,42.00,44.00,2.00,1.00
41.00,-1.00,89.00,0.00,38.00,-14.00,48.00,50.00,2.00,1.00
39.00,0.00,107.00,-2.00,38.00,0.00,68.00,68.00,0.00,1.00
46.00,0.00,107.00,0.00,46.00,4.00,61.00,60.00,0.00,1.00
37.00,4.00,76.00,0.00,34.00,-10.00,39.00,43.00,4.00,1.00
44.00,1.00,76.00,0.00,44.00,8.00,32.00,32.00,0.00,1.00
53.00,0.00,79.00,0.00,54.00,14.00,26.00,24.00,0.00,1.00
44.00,0.00,81.00,-1.00,44.00,5.00,37.00,37.00,0.00,1.00
56.00,3.00,99.00,0.00,38.00,0.00,43.00,60.00,18.00,4.00
56.00,0.00,93.00,-7.00,50.00,0.00,37.00,44.00,6.00,4.00
37.00,0.00,75.00,-2.00,34.00,0.00,38.00,41.00,2.00,1.00
52.00,4.00,84.00,-1.00,52.00,-2.00,31.00,32.00,0.00,1.00
80.00,0.00,85.00,6.00,-40.00,10.00,5.00,126.00,122.00,5.00
37.00,0.00,76.00,0.00,36.00,4.00,39.00,40.00,2.00,1.00
55.00,0.00,92.00,0.00,-4.00,22.00,36.00,97.00,60.00,4.00
44.00,2.00,75.00,0.00,44.00,11.00,31.00,31.00,0.00,1.00
43.00,-5.00,83.00,0.00,42.00,-9.00,39.00,41.00,2.00,1.00
41.00,-1.00,76.00,0.00,38.00,-24.00,35.00,37.00,2.00,1.00
45.00,0.00,86.00,0.00,44.00,-10.00,41.00,42.00,2.00,1.00
55.00,0.00,77.00,0.00,6.00,-11.00,22.00,72.00,50.00,4.00
67.00,-2.00,110.00,0.00,68.00,0.00,43.00,43.00,0.00,1.00
37.00,-67.00,106.00,0.00,36.00,31.00,69.00,69.00,0.00,1.00
56.00,0.00,108.00,0.00,54.00,-14.00,52.00,53.00,2.00,1.00
42.00,0.00,86.00,-3.00,42.00,0.00,44.00,44.00,0.00,1.00
56.00,0.00,84.00,0.00,54.00,-19.00,28.00,30.00,2.00,1.00
38.00,2.00,80.00,0.00,38.00,4.00,42.00,41.00,0.00,1.00
45.00,0.00,86.00,0.00,44.00,-3.00,41.00,42.00,2.00,1.00
44.00,0.00,83.00,-1.00,44.00,0.00,38.00,39.00,0.00,1.00
45.00,-2.00,83.00,0.00,44.00,-7.00,37.00,39.00,2.00,1.00
53.00,-1.00,88.00,0.00,54.00,4.00,35.00,34.00,0.00,1.00
51.00,0.00,83.00,0.00,52.00,19.00,31.00,31.00,0.00,1.00
41.00,0.00,81.00,0.00,38.00,-3.00,41.00,43.00,2.00,1.00
46.00,0.00,88.00,0.00,46.00,0.00,41.00,41.00,0.00,1.00
43.00,0.00,77.00,0.00,42.00,0.00,34.00,36.00,2.00,1.00
45.00,2.00,76.00,-3.00,44.00,-5.00,31.00,32.00,0.00,1.00
41.00,1.00,97.00,0.00,42.00,4.00,55.00,55.00,0.00,1.00
37.00,0.00,81.00,2.00,26.00,0.00,44.00,55.00,10.00,1.00
83.00,0.00,86.00,0.00,-4.00,0.00,3.00,92.00,88.00,5.00
56.00,0.00,81.00,4.00,-22.00,0.00,25.00,104.00,80.00,4.00
43.00,0.00,87.00,0.00,42.00,-6.00,44.00,46.00,2.00,1.00
56.00,4.00,98.00,-4.00,42.00,0.00,42.00,57.00,14.00,4.00
46.00,2.00,78.00,0.00,46.00,9.00,32.00,32.00,0.00,1.00
37.00,0.00,79.00,0.00,26.00,-4.00,42.00,53.00,12.00,1.00
43.00,-1.00,83.00,0.00,42.00,-6.00,39.00,41.00,2.00,1.00
37.00,0.00,83.00,1.00,24.00,0.00,46.00,59.00,14.00,1.00
55.00,0.00,95.00,-2.00,50.00,0.00,40.00,46.00,6.00,4.00
56.00,3.00,89.00,0.00,56.00,0.00,33.00,32.00,0.00,1.00
37.00,0.00,78.00,0.00,0.00,-11.00,42.00,78.00,36.00,1.00
48.00,1.00,87.00,-6.00,46.00,-4.00,39.00,41.00,2.00,1.00
37.00,0.00,90.00,0.00,30.00,9.00,53.00,59.00,6.00,1.00
55.00,0.00,96.00,0.00,46.00,9.00,41.00,50.00,8.00,4.00
51.00,-3.00,84.00,4.00,52.00,1.00,33.00,32.00,0.00,1.00
37.00,0.00,78.00,0.00,12.00,11.00,41.00,65.00,24.00,1.00
37.00,0.00,97.00,-6.00,34.00,0.00,59.00,63.00,4.00,1.00
45.00,-1.00,77.00,2.00,44.00,0.00,32.00,33.00,0.00,1.00
49.00,0.00,84.00,0.00,50.00,18.00,35.00,35.00,0.00,1.00
53.00,0.00,81.00,4.00,52.00,-22.00,28.00,29.00,2.00,1.00
37.00,2.00,90.00,0.00,28.00,0.00,53.00,62.00,8.00,1.00
37.00,0.00,77.00,1.00,36.00,0.00,41.00,41.00,0.00,1.00
70.00,57.00,82.00,0.00,-42.00,-4.00,12.00,126.00,114.00,2.00
61.00,-2.00,111.00,0.00,60.00,0.00,50.00,52.00,2.00,1.00
59.00,0.00,86.00,0.00,60.00,21.00,28.00,27.00,0.00,1.00
49.00,0.00,95.00,3.00,50.00,4.00,46.00,46.00,0.00,1.00
45.00,2.00,86.00,6.00,44.00,0.00,41.00,42.00,2.00,1.00
45.00,0.00,79.00,0.00,46.00,6.00,33.00,32.00,0.00,1.00
56.00,0.00,78.00,0.00,44.00,1.00,22.00,34.00,12.00,4.00
55.00,-3.00,96.00,0.00,54.00,-3.00,41.00,42.00,2.00,1.00
49.00,0.00,78.00,0.00,50.00,3.00,29.00,29.00,0.00,1.00
39.00,3.00,77.00,0.00,38.00,0.00,38.00,38.00,0.00,1.00
55.00,-1.00,79.00,-8.00,20.00,-13.00,23.00,58.00,34.00,4.00
56.00,0.00,86.00,0.00,56.00,15.00,31.00,30.00,0.00,1.00
37.00,0.00,81.00,0.00,18.00,-26.00,44.00,63.00,18.00,1.00
41.00,0.00,82.00,-2.00,38.00,-3.00,41.00,43.00,2.00,1.00
45.00,-3.00,88.00,0.00,44.00,0.00,44.00,44.00,0.00,1.00
37.00,0.00,83.00,0.00,8.00,24.00,46.00,75.00,30.00,1.00
43.00,0.00,77.00,0.00,42.00,-8.00,34.00,36.00,2.00,1.00
84.00,6.00,89.00,0.00,6.00,-6.00,5.00,84.00,78.00,5.00
37.00,0.00,79.00,-1.00,6.00,-23.00,43.00,74.00,32.00,1.00
37.00,0.00,81.00,0.00,38.00,7.00,43.00,42.00,0.00,1.00
43.00,0.00,77.00,0.00,42.00,-19.00,34.00,35.00,2.00,1.00
56.00,-1.00,98.00,4.00,50.00,23.00,42.00,49.00,6.00,4.00
50.00,1.00,78.00,-2.00,50.00,0.00,28.00,29.00,2.00,1.00
39.00,3.00,86.00,0.00,38.00,0.00,48.00,48.00,0.00,1.00
43.00,0.00,81.00,0.00,42.00,-10.00,37.00,39.00,2.00,1.00
37.00,0.00,79.00,0.00,36.00,9.00,42.00,43.00,2.00,1.00
58.00,-4.00,91.00,0.00,56.00,0.00,33.00,34.00,0.00,1.00
45.00,0.00,93.00,2.00,44.00,0.00,49.00,50.00,0.00,1.00
38.00,3.00,76.00,0.00,38.00,8.00,38.00,37.00,0.00,1.00
37.00,0.00,79.00,-3.00,36.00,-1.00,41.00,43.00,2.00,1.00
79.00,6.00,83.00,1.00,-40.00,13.00,4.00,124.00,120.00,5.00
36.00,-1.00,76.00,0.00,36.00,0.00,39.00,39.00,0.00,1.00
85.00,-3.00,88.00,0.00,2.00,-25.00,3.00,86.00,82.00,5.00
37.00,3.00,77.00,0.00,36.00,0.00,41.00,41.00,0.00,1.00
37.00,0.00,77.00,0.00,26.00,-19.00,41.00,52.00,10.00,1.00
45.00,0.00,79.00,0.00,46.00,14.00,34.00,33.00,0.00,1.00
54.00,4.00,77.00,0.00,28.00,0.00,23.00,48.00,26.00,4.00
43.00,-5.00,77.00,0.00,44.00,19.00,34.00,33.00,0.00,1.00
41.00,0.00,83.00,2.00,38.00,-1.00,42.00,44.00,2.00,1.00
43.00,0.00,77.00,10.00,42.00,-34.00,34.00,36.00,2.00,1.00
56.00,2.00,81.00,4.00,-4.00,0.00,25.00,86.00,62.00,4.00
55.00,0.00,82.00,0.00,-32.00,9.00,26.00,115.00,90.00,4.00
37.00,0.00,103.00,0.00,24.00,16.00,66.00,80.00,14.00,1.00
50.00,1.00,90.00,3.00,50.00,0.00,39.00,41.00,2.00,1.00
45.00,0.00,84.00,8.00,44.00,-8.00,39.00,41.00,2.00,1.00
48.00,0.00,89.00,4.00,46.00,-7.00,41.00,42.00,2.00,1.00
85.00,0.00,88.00,-3.00,6.00,0.00,3.00,83.00,80.00,5.00
47.00,-2.00,106.00,0.00,46.00,0.00,59.00,60.00,0.00,1.00
37.00,-6.00,78.00,0.00,10.00,0.00,42.00,68.00,26.00,1.00
37.00,-38.00,106.00,-104.00,30.00,-17.00,69.00,75.00,6.00,3.00
58.00,0.00,91.00,2.00,56.00,0.00,33.00,34.00,2.00,1.00
46.00,0.00,78.00,-7.00,46.00,5.00,32.00,32.00,0.00,1.00
55.00,0.00,95.00,-2.00,50.00,-10.00,40.00,46.00,6.00,4.00
56.00,0.00,82.00,0.00,56.00,10.00,26.00,25.00,0.00,1.00
55.00,0.00,92.00,0.00,46.00,-3.00,37.00,46.00,8.00,4.00
39.00,-2.00,86.00,0.00,38.00,0.00,46.00,47.00,0.00,1.00
51.00,2.00,81.00,-5.00,50.00,0.00,30.00,32.00,2.00,1.00
37.00,0.00,75.00,0.00,20.00,11.00,38.00,54.00,16.00,1.00
41.00,-2.00,80.00,0.00,38.00,-20.00,39.00,41.00,2.00,1.00
53.00,0.00,86.00,0.00,52.00,-10.00,33.00,34.00,2.00,1.00
46.00,2.00,88.00,0.00,46.00,3.00,42.00,41.00,0.00,1.00
37.00,0.00,78.00,0.00,6.00,-4.00,41.00,73.00,32.00,1.00
44.00,0.00,79.00,-2.00,44.00,0.00,35.00,35.00,0.00,1.00
38.00,-3.00,76.00,0.00,38.00,0.00,38.00,37.00,0.00,1.00
52.00,4.00,91.00,0.00,52.00,0.00,38.00,39.00,0.00,1.00
37.00,0.00,93.00,0.00,16.00,4.00,55.00,77.00,22.00,1.00
56.00,0.00,77.00,0.00,-22.00,23.00,21.00,100.00,80.00,4.00
44.00,4.00,82.00,-7.00,44.00,1.00,38.00,38.00,0.00,1.00
37.00,0.00,79.00,-4.00,24.00,0.00,42.00,55.00,14.00,1.00
46.00,0.00,87.00,-7.00,46.00,0.00,41.00,41.00,0.00,1.00
52.00,-3.00,86.00,0.00,52.00,-4.00,33.00,34.00,0.00,1.00
41.00,0.00,79.00,0.00,38.00,0.00,39.00,41.00,2.00,1.00
56.00,0.00,80.00,0.00,54.00,-15.00,24.00,26.00,2.00,1.00
82.00,1.00,86.00,0.00,-6.00,0.00,3.00,94.00,90.00,5.00
60.00,-5.00,111.00,0.00,60.00,0.00,50.00,51.00,2.00,1.00
44.00,1.00,88.00,0.00,44.00,4.00,44.00,44.00,0.00,1.00
46.00,1.00,87.00,0.00,46.00,7.00,41.00,41.00,0.00,1.00
52.00,-3.00,88.00,0.00,52.00,0.00,35.00,36.00,0.00,1.00
37.00,0.00,78.00,0.00,-2.00,-6.00,42.00,81.00,40.00,1.00
43.00,0.00,78.00,-7.00,42.00,0.00,35.00,37.00,2.00,1.00
37.00,0.00,84.00,0.00,18.00,-25.00,47.00,66.00,18.00,1.00
42.00,-4.00,85.00,0.00,42.00,0.00,43.00,44.00,2.00,1.00
43.00,0.00,79.00,3.00,42.00,0.00,37.00,38.00,2.00,1.00
78.00,-2.00,82.00,0.00,-40.00,0.00,4.00,123.00,120.00,5.00
48.00,0.00,88.00,0.00,46.00,0.00,39.00,41.00,2.00,1.00
55.00,0.00,90.00,0.00,54.00,0.00,36.00,36.00,0.00,1.00
78.00,0.00,82.00,-2.00,-40.00,0.00,4.00,123.00,120.00,5.00
39.00,1.00,77.00,2.00,38.00,0.00,38.00,38.00,0.00,1.00
43.00,1.00,77.00,0.00,42.00,0.00,34.00,35.00,2.00,1.00
107.00,-2.00,108.00,-2.00,70.00,-28.00,1.00,38.00,38.00,5.00
55.00,-1.00,81.00,-6.00,54.00,-8.00,26.00,27.00,0.00,1.00
41.00,0.00,106.00,0.00,38.00,-28.00,64.00,67.00,2.00,1.00
58.00,-4.00,85.00,0.00,56.00,0.00,28.00,28.00,0.00,1.00
37.00,0.00,76.00,0.00,34.00,13.00,39.00,42.00,4.00,1.00
42.00,-1.00,78.00,0.00,42.00,0.00,36.00,37.00,2.00,1.00
